"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"TMK_MN004","402","18760918","13","5","4"
"TMK_MN004","402","18760919","12.4","5","4"
"TMK_MN004","402","18760920","11.9","5","4"
"TMK_MN004","402","18760921","11.4","5","4"
"TMK_MN004","402","18760922","11.6","5","4"
"TMK_MN004","402","18760923","11.9","5","4"
"TMK_MN004","402","18760924","12.3","5","4"
"TMK_MN004","402","18760925","14.4","5","4"
"TMK_MN004","402","18760926","14.3","5","4"
"TMK_MN004","402","18760927","13.7","5","4"
"TMK_MN004","402","18760928","14.9","5","4"
"TMK_MN004","402","18760929","14.4","5","4"
"TMK_MN004","402","18760930","13","5","4"
"TMK_MN004","402","18761001","11.2","5","4"
"TMK_MN004","402","18761002","9.6","5","4"
"TMK_MN004","402","18761003","11","5","4"
"TMK_MN004","402","18761004","12.3","5","4"
"TMK_MN004","402","18761005","15.9","5","4"
"TMK_MN004","402","18761006","15.1","5","4"
"TMK_MN004","402","18761007","16.4","5","4"
"TMK_MN004","402","18761008","17.1","5","4"
"TMK_MN004","402","18761009","17.5","5","4"
"TMK_MN004","402","18761010","16.4","5","4"
"TMK_MN004","402","18761011","17.6","5","4"
"TMK_MN004","402","18761012","19","5","4"
"TMK_MN004","402","18761013","18.6","5","4"
"TMK_MN004","402","18761014","18.4","5","4"
"TMK_MN004","402","18761015","16.5","5","4"
"TMK_MN004","402","18761016","15.9","5","4"
"TMK_MN004","402","18761017","15.9","5","4"
"TMK_MN004","402","18761018","13.8","5","4"
"TMK_MN004","402","18761019","8.3","5","4"
"TMK_MN004","402","18761020","3.7","5","4"
"TMK_MN004","402","18761021","3.2","5","4"
"TMK_MN004","402","18761022","3.6","5","4"
"TMK_MN004","402","18761023","4.8","5","4"
"TMK_MN004","402","18761024","8.5","5","4"
"TMK_MN004","402","18761025","9.1","5","4"
"TMK_MN004","402","18761026","8.9","5","4"
"TMK_MN004","402","18761027","9.4","5","4"
"TMK_MN004","402","18761028","9.1","5","4"
"TMK_MN004","402","18761029","9.7","5","4"
"TMK_MN004","402","18761030","6.5","5","4"
"TMK_MN004","402","18761031","5.2","5","4"
"TMK_MN004","402","18761101","4.7","5","4"
"TMK_MN004","402","18761102","5.4","5","4"
"TMK_MN004","402","18761103","7.4","5","4"
"TMK_MN004","402","18761104","3.6","5","4"
"TMK_MN004","402","18761105","1.1","5","4"
"TMK_MN004","402","18761106","1.1","5","4"
"TMK_MN004","402","18761107","0.7","5","4"
"TMK_MN004","402","18761108","-0.6","5","4"
"TMK_MN004","402","18761109","-1.9","5","4"
"TMK_MN004","402","18761110","-3.1","5","4"
"TMK_MN004","402","18761111","-4.6","5","4"
"TMK_MN004","402","18761112","-3.9","5","4"
"TMK_MN004","402","18761113","0","5","4"
"TMK_MN004","402","18761114","5.6","5","4"
"TMK_MN004","402","18761115","5.8","5","4"
"TMK_MN004","402","18761116","5.9","5","4"
"TMK_MN004","402","18761117","6.2","5","4"
"TMK_MN004","402","18761118","8.4","5","4"
"TMK_MN004","402","18761119","3.6","5","4"
"TMK_MN004","402","18761120","3.2","5","4"
"TMK_MN004","402","18761121","-0.2","5","4"
"TMK_MN004","402","18761122","-1","5","4"
"TMK_MN004","402","18761123","-3.4","5","4"
"TMK_MN004","402","18761124","-1.6","5","4"
